StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Cconsent,age,days,Ctime,genre,genre_8_TEXT,shorts_days,shorts_time,malleable_1,malleable_2,malleable_3,malleable_4,favorite,homophily_appear_1,homophily_appear_2,homophily_appear_3,homophily_appear_4,homophily_appear_5,homophily_behave_1,homophily_behave_2,homophily_behave_3,homophily_behave_4,homophily_behave_5,homophily_behave_6,parasocial_1,parasocial_2,parasocial_3,parasocial_4,parasocial_5,outgroup_freq,outgroup_simple,regularities_1,regularities_2,regularities_3,regularities_4,regularities_5,regularities_6,regularities_7,friend,opp,gc,term,Q_BallotBoxStuffing,Q_RelevantIDDuplicate,Q_RelevantIDDuplicateScore,Q_RecaptchaScore,Q_RelevantIDFraudScore,Q_CHL,expected_ir,expected_loi,Country,expected_n,tg,transaction_id,SVID,PS
2025-03-17 11:51:46,2025-03-17 11:55:06,IP Address,96.37.133.202,100,199,True,2025-03-17 11:55:07,R_6XWINr2zTQar9wB,,,,,33.1007,-86.8642,anonymous,EN,YES,10,7 days,1 hour or less,Gaming/Let's Play,,7 days,30 minutes or less,Disagree,Agree,Really disagree,Agree,razorfist,Disagree,Disagree,Disagree,I don't know,Agree,Agree,Disagree,Disagree,I don't know,Agree,Agree,Agree,Agree,Agree,Really agree,Really agree,Often,More people who DO NOT have the same skin color as me,Disagree,Really disagree,Really agree,Agree,Agree,Agree,Neither agree nor disagree,Kid 2,Qual32042-1126-Children8to13[AD]_Child_New,1,,,,,,,anonymous,.70,10,USA,220,,71jOyesjSHtZJP2wsBpr6r,36661704,1449
2025-03-17 11:52:08,2025-03-17 11:56:40,IP Address,172.59.219.206,100,271,True,2025-03-17 11:56:40,R_1dGZwhDxndPIKH0,,,,,35.1947,-80.744,anonymous,EN,YES,8,7 days,More than 2 hours,Gaming/Let's Play,,4 days,1 hour or less,Agree,Really agree,Neither agree nor disagree,Agree,"Lanky box ",Agree,Really agree,Agree,Really agree,Really agree,Agree,Agree,Really agree,Agree,Agree,Really agree,Agree,I don't know,Really agree,Agree,Agree,Sometimes,More people who DO NOT have the same skin color as me,Agree,Agree,Really agree,Neither agree nor disagree,Agree,Really agree,Agree,Kid 8,Qual32042-1126-Children8to13[AD]_Child_New,1,,,,,,,anonymous,.70,10,USA,220,,6NKdAerDDwrncVLvE93yRS,36661704,1449
2025-03-17 11:58:00,2025-03-17 12:01:45,IP Address,174.213.244.48,100,224,True,2025-03-17 12:01:46,R_6hFoeNXPv4C0ULL,,,,,44.9005,-93.2885,anonymous,EN,YES,12,7 days,30 minutes or less,Sports,,7 days,30 minutes or less,Disagree,Disagree,Disagree,Disagree,Mr Beast,Disagree,Disagree,Agree,Disagree,Disagree,I don't know,Disagree,Disagree,I don't know,Agree,Agree,I don't know,Agree,Agree,Agree,Disagree,Rarely,More people who DO have the same skin color as me,Disagree,Disagree,Agree,Disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Kid 5,Qual32042-1126-Children8to13[AD]_Child_New,1,,,,,,,anonymous,.70,10,USA,220,,7e0H30JRqW8AlwRbhU5n4O,36661704,1449
2025-03-17 12:03:44,2025-03-17 12:07:14,IP Address,,100,209,True,2025-03-17 12:07:15,R_5Pz7hVtUrzmh9iB,,,,,,,anonymous,EN,YES,9,7 days,1.5 hours or less,Sports,,7 days,1.5 hours or less,,,,,jon,Really agree,Really agree,Agree,Agree,Really agree,Really agree,Really agree,Agree,Agree,Really agree,Really agree,,,,,,,,,,,,,,,,Qual32042-1126-Children8to13[AD]_Child_New,2,Attention Check,,,,,,anonymous,.70,10,USA,220,2,355ik6Y3U69PiTEdjMzR8q,36661704,1449
2025-03-17 12:03:11,2025-03-17 12:11:16,IP Address,96.227.135.185,100,485,True,2025-03-17 12:11:17,R_5fN4oJrXXz3n21u,,,,,39.4496,-75.7163,anonymous,EN,YES,14,4 days,1 hour or less,Other,,Never,,Agree,Agree,Agree,Agree,Richard Hammond,Agree,Agree,Really agree,Disagree,Agree,Agree,Disagree,Really disagree,I don't know,Agree,I don't know,Agree,Agree,I don't know,Agree,Disagree,Sometimes,More people who DO have the same skin color as me,Disagree,Disagree,Neither agree nor disagree,Neither agree nor disagree,Disagree,Neither agree nor disagree,Disagree,Kid 9,Qual32042-1126-Children8to13[AD]_Child_New,1,,,,,,,anonymous,.70,10,USA,220,,58hKV9oZw6e7SKQQ6gQ1eF,36661704,1449
2025-03-17 12:19:31,2025-03-17 12:22:58,IP Address,24.154.117.162,100,206,True,2025-03-17 12:22:58,R_3HHpd30Y70CA0oK,,,,,40.8449,-81.7736,anonymous,EN,YES,13,2 days,,,,,,Really agree,Really agree,Disagree,Agree,"Chad wild clay ",Disagree,Disagree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Really agree,Really agree,Really agree,Really agree,Really agree,Sometimes,I don't know,Really disagree,Really disagree,Really agree,Really disagree,Agree,Neither agree nor disagree,Agree,Kid 3,Qual32042-1126-Children8to13[AD]_Child_New,1,,,,,,,anonymous,.70,10,USA,220,,1hB4NI75ntC6twqP67vM6U,36661704,1449
2025-03-17 12:22:13,2025-03-17 12:25:48,IP Address,148.222.97.164,100,215,True,2025-03-17 12:25:49,R_7bwk4m5xJpboeZ3,,,,,37.751,-97.822,anonymous,EN,YES,8,7 days,2 hours or less,Gaming/Let's Play,,7 days,2 hours or less,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Nico and Cash,Really disagree,Disagree,I don't know,Agree,Really agree,Really agree,Agree,I don't know,Disagree,Agree,I don't know,Really agree,Agree,I don't know,Really agree,Agree,Very often,I don't know,Neither agree nor disagree,Disagree,Really agree,Really disagree,Really agree,Neither agree nor disagree,Neither agree nor disagree,Kid 3,Qual32042-1126-Children8to13[AD]_Child_New,1,,,,,,,anonymous,.70,10,USA,220,,2bHqkThnwUAxLocur3zgdf,36661704,1449
2025-03-17 12:26:27,2025-03-17 12:27:35,IP Address,,100,67,True,2025-03-17 12:27:35,R_5ZBkYV6TWGPPOge,,,,,,,anonymous,EN,NO,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual32042-1126-Children8to13[AD]_Child_New,2,Consent,,,,,,anonymous,.70,10,USA,220,2,1Kuj0481PJPt7eW5H7pWJY,36661704,1449
2025-03-17 12:26:22,2025-03-17 12:30:41,IP Address,24.179.207.209,100,259,True,2025-03-17 12:30:42,R_3f1jlLIf457XD3f,,,,,45.21,-93.6607,anonymous,EN,YES,9,4 days,30 minutes or less,Gaming/Let's Play,,3 days,30 minutes or less,Really disagree,Disagree,Really disagree,Really disagree,Dudeperfect,Really disagree,Really disagree,I don't know,Disagree,Disagree,I don't know,Agree,I don't know,Disagree,Agree,Agree,Agree,I don't know,Disagree,Disagree,Agree,Sometimes,I don't know,Really disagree,Really disagree,Neither agree nor disagree,Disagree,Agree,Neither agree nor disagree,Neither agree nor disagree,Kid 3,Qual32042-1126-Children8to13[AD]_Child_New,1,,,,,,,anonymous,.70,10,USA,220,,2iot9jFptk0bhYxOCauk8v,36661704,1449
2025-03-17 12:27:19,2025-03-17 12:34:13,IP Address,64.49.123.66,100,414,True,2025-03-17 12:34:14,R_6MLkuxLmyzkDvvP,,,,,42.9469,-85.6206,anonymous,EN,YES,10,7 days,More than 2 hours,Educational,,Never,,Disagree,Agree,Disagree,Agree,Ryan,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Often,I don't know,Disagree,Disagree,Agree,Disagree,Agree,Agree,Agree,Kid 2,Qual32042-1126-Children8to13[AD]_Child_New,1,,,,,,,anonymous,.70,10,USA,220,,6ScA9gOKPFO2O0Gp5BXHJl,36661704,1449
2025-03-17 12:33:46,2025-03-17 12:42:11,IP Address,74.129.108.252,100,504,True,2025-03-17 12:42:11,R_1ME5OK9woHMkDgl,,,,,38.061,-87.5501,anonymous,EN,YES,13,7 days,1.5 hours or less,Makeup/Fashion,,7 days,1.5 hours or less,Really disagree,Really disagree,Really disagree,Really disagree,I dont have one,Agree,I don't know,I don't know,Agree,Disagree,I don't know,Disagree,I don't know,I don't know,Agree,Really agree,Agree,Agree,Agree,Agree,I don't know,Often,I don't know,Really disagree,Really disagree,Really agree,Disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Kid 3,Qual32042-1126-Children8to13[AD]_Child_New,1,,,,,,,anonymous,.70,10,USA,220,,7EHj0Umz76XUQQspk74Kpr,36661704,1449
2025-03-17 12:35:42,2025-03-17 12:44:45,IP Address,,100,542,True,2025-03-17 12:44:45,R_72nhjGjoJdVFPF1,,,,,,,anonymous,EN,YES,9,7 days,1 hour or less,Gaming/Let's Play,,6 days,1 hour or less,,,,,Mr Beast,Agree,Agree,Agree,I don't know,Agree,I don't know,Agree,I don't know,Agree,I don't know,Agree,,,,,,,,,,,,,,,,Qual32042-1126-Children8to13[AD]_Child_New,2,Attention Check,,,,,,anonymous,.70,10,USA,220,2,1uir9Z6aiEbkUGHqWDTqmp,36661704,1449
2025-03-17 12:38:25,2025-03-17 12:44:51,IP Address,71.35.29.131,100,386,True,2025-03-17 12:44:52,R_3sT6xSPv4GOAA4B,,,,,33.338,-111.7435,anonymous,EN,YES,10,7 days,2 hours or less,Gaming/Let's Play,,7 days,45 minutes or less,Disagree,Disagree,Really disagree,Disagree,Mr. Beast,Disagree,Disagree,Disagree,Disagree,Disagree,I don't know,Agree,Agree,Disagree,Agree,Really agree,Agree,Agree,Agree,Really agree,I don't know,Often,More people who DO NOT have the same skin color as me,Agree,Neither agree nor disagree,Really agree,Really agree,Agree,Neither agree nor disagree,Really agree,Kid 6,Qual32042-1126-Children8to13[AD]_Child_New,1,,,,,,,anonymous,.70,10,USA,220,,2acD8apXePBR93WRiPu7ck,36661704,1449
2025-03-17 12:42:42,2025-03-17 12:51:28,IP Address,50.227.223.206,100,526,True,2025-03-17 12:51:29,R_5nOhd2SQZDabe98,,,,,39.4877,-121.4698,anonymous,EN,YES,9,7 days,45 minutes or less,,,7 days,1 hour or less,Neither agree nor disagree,Agree,Neither agree nor disagree,Agree,mrbazookaa,Disagree,I don't know,Disagree,I don't know,Disagree,I don't know,Disagree,Disagree,I don't know,Agree,I don't know,Agree,I don't know,Agree,I don't know,Agree,Often,More people who DO NOT have the same skin color as me,Neither agree nor disagree,Agree,Neither agree nor disagree,Agree,Neither agree nor disagree,Agree,Neither agree nor disagree,Kid 3,Qual32042-1126-Children8to13[AD]_Child_New,1,,,,,,,anonymous,.70,10,USA,220,,4gOHw4WbuI1hYyL3FvkmqG,36661704,1449
2025-03-17 12:49:34,2025-03-17 12:57:26,IP Address,24.12.41.118,100,472,True,2025-03-17 12:57:26,R_6QLWAN2xxlv0ie0,,,,,41.6106,-87.0642,anonymous,EN,YES,12,5 days,1.5 hours or less,Compilations,,4 days,30 minutes or less,Disagree,Disagree,Disagree,Disagree,Jojo siwa,I don't know,Agree,Agree,Agree,I don't know,Disagree,Agree,I don't know,Agree,Agree,Agree,Disagree,Agree,Agree,I don't know,Agree,Sometimes,More people who DO NOT have the same skin color as me,Agree,Neither agree nor disagree,Agree,Agree,Agree,Agree,Neither agree nor disagree,Kid 2,Qual32042-1126-Children8to13[AD]_Child_New,1,,,,,,,anonymous,.70,10,USA,220,,2kfgzB0CVLnKtdq5WYTRdU,36661704,1449
2025-03-17 12:55:48,2025-03-17 12:57:52,IP Address,174.240.114.32,100,124,True,2025-03-17 12:57:53,R_3p9nnEfAexK9All,,,,,42.4257,-83.1522,anonymous,EN,YES,13,7 days,More than 2 hours,Sports,,7 days,More than 2 hours,Agree,Agree,Agree,Really agree,Mr beast,Agree,Really agree,I don't know,Agree,Agree,Agree,Really agree,Agree,Really agree,Agree,Really agree,Agree,Agree,Agree,Agree,Really agree,Very often,I don't know,Really agree,Agree,Really agree,Agree,Really agree,Agree,Really agree,Kid 9,Qual32042-1126-Children8to13[AD]_Child_New,1,,,,,,,anonymous,.70,10,USA,220,,2D35vwUB4Jm28f1kihOxqE,36661704,1449
2025-03-17 13:00:12,2025-03-17 13:03:37,IP Address,172.58.127.56,100,204,True,2025-03-17 13:03:37,R_5f71lHY82Ptrfmk,,,,,42.3888,-83.1895,anonymous,EN,YES,12,7 days,2 hours or less,Educational,,7 days,More than 2 hours,Agree,Neither agree nor disagree,Neither agree nor disagree,Agree,Blippi,I don't know,I don't know,Agree,Agree,I don't know,I don't know,Agree,Agree,I don't know,Agree,I don't know,I don't know,Agree,Really agree,Agree,Agree,Often,More people who DO NOT have the same skin color as me,Agree,Neither agree nor disagree,Agree,Neither agree nor disagree,Neither agree nor disagree,Agree,Agree,Kid 6,Qual32042-1126-Children8to13[AD]_Child_New,1,,,,,,,anonymous,.70,10,USA,220,,0qSSS1OGOpaEsd5Q5ceu8G,36661704,1449
2025-03-17 13:00:26,2025-03-17 13:04:18,IP Address,24.218.199.8,100,231,True,2025-03-17 13:04:19,R_6O3bmSD4JaAcjX4,,,,,41.5481,-73.0012,anonymous,EN,YES,13,4 days,1 hour or less,Compilations,,1 day,45 minutes or less,Agree,Agree,Disagree,Disagree,Tana Mongoose,Disagree,I don't know,Agree,Agree,Disagree,Agree,Agree,I don't know,Agree,Agree,Agree,Agree,Agree,I don't know,Agree,Agree,Often,I don't know,Disagree,Disagree,Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Agree,Kid 2,Qual32042-1126-Children8to13[AD]_Child_New,1,,,,,,,anonymous,.70,10,USA,220,,0lLbwEmS3rYlnG6uXkT8hH,36661704,1449
2025-03-17 12:48:49,2025-03-17 13:08:29,IP Address,151.197.21.11,100,1180,True,2025-03-17 13:08:29,R_76DG1A5DbGF5sjv,,,,,39.9792,-75.1279,anonymous,EN,YES,12,5 days,2 hours or less,Gaming/Let's Play,,2 days,15 minutes or less,Disagree,Neither agree nor disagree,Agree,Disagree,I don't have one,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,Agree,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,Often,I don't know,Disagree,Really disagree,Agree,Neither agree nor disagree,Agree,Agree,Neither agree nor disagree,Kid 8,Qual32042-1126-Children8to13[AD]_Child_New,1,,,,,,,anonymous,.70,10,USA,220,,5ao53LYvz8nAQ9eEHVSHzz,36661704,1449
2025-03-17 13:06:06,2025-03-17 13:10:01,IP Address,172.58.0.232,100,235,True,2025-03-17 13:10:01,R_50BSp36M1Cx6bkJ,,,,,33.8067,-84.1657,anonymous,EN,YES,6,7 days,2 hours or less,Gaming/Let's Play,,5 days,30 minutes or less,Really disagree,Disagree,Really disagree,Really disagree,Mr beast,Disagree,Disagree,Disagree,Disagree,Disagree,I don't know,Agree,Disagree,Disagree,Agree,Really agree,Really agree,Really agree,Really agree,Really agree,Really agree,Very often,More people who DO have the same skin color as me,Neither agree nor disagree,Disagree,Agree,Disagree,Really agree,Disagree,Really agree,Kid 9,Qual32042-1126-Children8to13[AD]_Child_New,1,,,,,,,anonymous,.70,10,USA,220,,1LzHg6VIdd7ywBdiPr6pCQ,36661704,1449
2025-03-17 13:15:59,2025-03-17 13:19:44,IP Address,,100,224,True,2025-03-17 13:19:45,R_6ImYHtbLf3simZi,,,,,,,anonymous,EN,YES,13,7 days,More than 2 hours,Gaming/Let's Play,,Never,,Really disagree,Really disagree,Really disagree,Really disagree,Kazz,Really disagree,Disagree,Really disagree,Really disagree,Really disagree,Really disagree,Disagree,Really disagree,Really disagree,Really disagree,Really disagree,,,,,,,,,,,,,,,,Qual32042-1126-Children8to13[AD]_Child_New,2,Attention Check,,,,,,anonymous,.70,10,USA,220,2,7sAn6mEF68FWgIMQx4uveN,36661704,1449
2025-03-17 13:27:03,2025-03-17 13:31:16,IP Address,76.35.157.35,100,252,True,2025-03-17 13:31:16,R_39uXf9ofwCU6ZY5,,,,,39.494,-80.2221,anonymous,EN,YES,12,7 days,30 minutes or less,Vlogs,,7 days,15 minutes or less,Really disagree,Really disagree,Really disagree,Disagree,Mr Beast,Disagree,Disagree,Agree,Agree,Agree,I don't know,Disagree,I don't know,I don't know,Agree,Agree,Really agree,Really agree,Really agree,Really agree,Really agree,Often,I don't know,Disagree,Really disagree,Agree,Disagree,Agree,Disagree,Neither agree nor disagree,Kid 3,Qual32042-1126-Children8to13[AD]_Child_New,1,,,,,,,anonymous,.70,10,USA,220,,5G5VsiBxsd69AQQyrwQr4M,36661704,1449
2025-03-17 13:28:55,2025-03-17 13:32:48,IP Address,172.56.222.140,100,233,True,2025-03-17 13:32:49,R_3fkcsodaWI8VQVX,,,,,39.9486,-75.2339,anonymous,EN,YES,8,7 days,45 minutes or less,Vlogs,,6 days,45 minutes or less,Really agree,Agree,Really disagree,Really agree,Blippi,Agree,Agree,Agree,Agree,Agree,Really agree,Really agree,Really agree,Really agree,Agree,Really agree,Really agree,Really agree,Really agree,Really agree,Really agree,Very often,More people who DO have the same skin color as me,Neither agree nor disagree,Really disagree,Agree,Really disagree,Really agree,Really agree,Really agree,Kid 9,Qual32042-1126-Children8to13[AD]_Child_New,1,,,,,,,anonymous,.70,10,USA,220,,0vgmqRlCAXmVUuUv1kut5q,36661704,1449
2025-03-17 13:28:04,2025-03-17 13:36:20,IP Address,208.240.24.36,100,496,True,2025-03-17 13:36:20,R_75sAYSg36Wn2LE6,,,,,42.3364,-71.0326,anonymous,EN,YES,9,5 days,1 hour or less,Gaming/Let's Play,,3 days,30 minutes or less,Really disagree,Disagree,Really disagree,Disagree,"As Patricia D. Reyes (age 9), I'll respond: Stampylonghead I LOVE watching Stampylonghead's Minecraft videos! He's so funny and makes really cool tutorials!",Disagree,Disagree,Disagree,Disagree,Disagree,Agree,Agree,I don't know,I don't know,Agree,Really agree,Really agree,Really agree,Agree,Agree,Really agree,Often,More people who DO NOT have the same skin color as me,Really disagree,Really disagree,Really agree,Really disagree,Really agree,Disagree,Agree,Kid 6,Qual32042-1126-Children8to13[AD]_Child_New,1,,,,,,,anonymous,.70,10,USA,220,,1q5R9vZu9QK1rHoeCLrRA9,36661704,1449
2025-03-17 13:37:33,2025-03-17 13:39:19,IP Address,167.253.80.56,100,105,True,2025-03-17 13:39:19,R_5rrn6VmSCTgY4no,,,,,37.751,-97.822,anonymous,EN,YES,9,7 days,More than 2 hours,Sports,,7 days,1.5 hours or less,Neither agree nor disagree,Agree,Agree,Really agree,robolox,Really agree,Agree,Agree,I don't know,Agree,Agree,Agree,Agree,Agree,Agree,Really agree,Really agree,Agree,I don't know,Agree,Agree,Often,More people who DO have the same skin color as me,Agree,Neither agree nor disagree,Neither agree nor disagree,Agree,Agree,Agree,Agree,Kid 6,Qual32042-1126-Children8to13[AD]_Child_New,1,,,,,,,anonymous,.70,10,USA,220,,7dZMSjn3v6HH9lGfARfsgp,36661704,1449
2025-03-17 13:50:40,2025-03-17 13:53:12,IP Address,223.29.157.193,100,151,True,2025-03-17 13:53:13,R_5zceSKi9FGqdYcY,,,,,37.751,-97.822,anonymous,EN,YES,9,7 days,1.5 hours or less,Educational,,7 days,1.5 hours or less,Agree,Agree,Agree,Agree,DAUD KIM,Agree,Really agree,Agree,Really agree,Really agree,Agree,Really agree,Agree,Agree,Agree,Really agree,Agree,Agree,Really agree,Agree,Really agree,Very often,More people who DO have the same skin color as me,Agree,Really agree,Agree,Agree,Agree,Really agree,Really agree,Kid 2,Qual32042-1126-Children8to13[AD]_Child_New,1,,,,,,,anonymous,.70,10,USA,220,,3nMyX8E4ugpfsBvPeNZs9D,36661704,1449
2025-03-17 13:58:46,2025-03-17 14:00:28,IP Address,174.205.35.149,100,101,True,2025-03-17 14:00:29,R_6TuA7bgGQ2mAOjL,,,,,32.2699,-110.9853,anonymous,EN,YES,8,7 days,1 hour or less,Sports,,7 days,1.5 hours or less,Agree,Really agree,Really agree,Really agree,Wwe,Really agree,Really agree,Really agree,Really agree,Really agree,Really agree,Really agree,Really agree,Really agree,Agree,Really agree,Really agree,Really agree,Really agree,Really agree,Really agree,Often,More people who DO NOT have the same skin color as me,Agree,Agree,Disagree,Really agree,Really agree,Really agree,Agree,Kid 8,Qual32042-1126-Children8to13[AD]_Child_New,1,,,,,,,anonymous,.70,10,USA,220,,3G5XgDiBtE3yIH8Bi1R8fa,36661704,1449
2025-03-17 14:06:29,2025-03-17 14:07:13,IP Address,,100,44,True,2025-03-17 14:07:14,R_3tFmEYcTywMRrbz,,,,,,,anonymous,EN,NO,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual32042-1126-Children8to13[AD]_Child_New,2,Consent,,,,,,anonymous,.70,10,USA,220,2,5yHMXyWUqY9LXoe2TMckpT,36661704,1449
2025-03-17 14:12:19,2025-03-17 14:18:06,IP Address,108.20.236.200,100,347,True,2025-03-17 14:18:07,R_5lFaeXTUO3yoZWr,,,,,42.2958,-71.3018,anonymous,EN,YES,12,7 days,1 hour or less,Gaming/Let's Play,,5 days,30 minutes or less,Disagree,Neither agree nor disagree,Disagree,Neither agree nor disagree,Preston,Disagree,Disagree,Disagree,Disagree,Disagree,Agree,Agree,I don't know,I don't know,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Often,More people who DO NOT have the same skin color as me,Neither agree nor disagree,Disagree,Agree,Disagree,Agree,Agree,Neither agree nor disagree,Kid 7,Qual32042-1126-Children8to13[AD]_Child_New,1,,,,,,,anonymous,.70,10,USA,220,,6WO4zIF1I8o8whjUGUDtXf,36661704,1449
2025-03-17 14:22:29,2025-03-17 14:26:49,IP Address,174.238.114.31,100,259,True,2025-03-17 14:26:50,R_51XCIYTKvy7sQE1,,,,,35.4155,-80.6143,anonymous,EN,YES,12,5 days,2 hours or less,Gaming/Let's Play,,3 days,1 hour or less,Neither agree nor disagree,Agree,Disagree,Neither agree nor disagree,Egamers,Disagree,Disagree,Really agree,Agree,Disagree,I don't know,I don't know,I don't know,I don't know,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Sometimes,More people who DO NOT have the same skin color as me,Really disagree,Really disagree,Really disagree,Really disagree,Really disagree,Really disagree,Neither agree nor disagree,Kid 7,Qual32042-1126-Children8to13[AD]_Child_New,1,,,,,,,anonymous,.70,10,USA,220,,19eQ5Q7fEG1Vl7Zh12y1Mj,36661704,1449
2025-03-17 14:22:18,2025-03-17 14:26:53,IP Address,174.246.204.20,100,274,True,2025-03-17 14:26:53,R_5oonaHvcpjCHsOt,,,,,30.5154,-97.6689,anonymous,EN,YES,14,7 days,2 hours or less,Vlogs,,7 days,1 hour or less,Agree,Agree,Really disagree,Agree,Mo dark,Really disagree,Really disagree,Really disagree,Really disagree,Really disagree,Disagree,I don't know,Really disagree,Really disagree,Agree,Really disagree,Really agree,Agree,Agree,Agree,Agree,Very often,More people who DO have the same skin color as me,Really disagree,Really disagree,Agree,Really disagree,Really disagree,Agree,Disagree,Kid 3,Qual32042-1126-Children8to13[AD]_Child_New,1,,,,,,,anonymous,.70,10,USA,220,,5ezSInwLfgNLYfwqA1YOMF,36661704,1449
2025-03-17 14:24:39,2025-03-17 14:31:12,IP Address,207.213.181.26,100,392,True,2025-03-17 14:31:12,R_1fej5m1i6KuTcsl,,,,,32.0321,-102.0898,anonymous,EN,YES,13,7 days,More than 2 hours,Gaming/Let's Play,,5 days,1 hour or less,Neither agree nor disagree,Disagree,Disagree,Agree,Mr beast,Disagree,Disagree,Agree,Agree,Disagree,I don't know,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,I don't know,Sometimes,I don't know,Neither agree nor disagree,Neither agree nor disagree,Agree,Neither agree nor disagree,Agree,Neither agree nor disagree,Neither agree nor disagree,Kid 3,Qual32042-1126-Children8to13[AD]_Child_New,1,,,,,,,anonymous,.70,10,USA,220,,1XAIwlryCKNZY2r9AZGdGa,36661704,1449
2025-03-17 14:36:01,2025-03-17 14:37:12,IP Address,,100,71,True,2025-03-17 14:37:13,R_7hZ3eM9yUJ7BTuJ,,,,,,,anonymous,EN,YES,10,7 days,2 hours or less,,,7 days,1.5 hours or less,Really agree,Agree,Really agree,Really agree,Markiplier,Really agree,Agree,Really agree,Agree,Really agree,Really agree,Agree,Really agree,Really agree,I don't know,Agree,,,,,,,,,,,,,,,,Qual32042-1126-Children8to13[AD]_Child_New,2,Attention Check,,,,,,anonymous,.70,10,USA,220,2,1ASVetrkm7dPfQzaJP5KSW,36661704,1449
2025-03-17 14:32:20,2025-03-17 14:42:19,IP Address,152.117.98.37,100,598,True,2025-03-17 14:42:19,R_1ONSvUTs47Y6BIi,,,,,35.0597,-79.0058,anonymous,EN,YES,10,7 days,2 hours or less,Gaming/Let's Play,,7 days,1 hour or less,Really disagree,Disagree,Really disagree,Disagree,EthanGamer,Agree,Agree,Disagree,Really agree,Disagree,Agree,Agree,Agree,Agree,Agree,Really agree,Really agree,Really agree,Really agree,Really agree,I don't know,Very often,I don't know,Really disagree,Really disagree,Agree,Disagree,Agree,Neither agree nor disagree,Neither agree nor disagree,Kid 1,Qual32042-1126-Children8to13[AD]_Child_New,1,,,,,,,anonymous,.70,10,USA,220,,6Y6d0uhrdBIv95wFagXfoz,36661704,1449
2025-03-17 15:07:36,2025-03-17 15:09:02,IP Address,172.56.76.191,100,85,True,2025-03-17 15:09:02,R_7S6acxQRPmkvBHU,,,,,28.4883,-81.4061,anonymous,EN,YES,10,4 days,30 minutes or less,Gaming/Let's Play,,4 days,45 minutes or less,Agree,Agree,Really agree,Agree,nonne,Agree,Agree,Really agree,Really agree,Agree,Agree,Agree,Really agree,Really agree,Agree,Really agree,Agree,Agree,Really agree,Really agree,Agree,Often,More people who DO have the same skin color as me,Agree,Agree,Really agree,Really agree,Really agree,Agree,Agree,Kid 3,Qual32042-1126-Children8to13[AD]_Child_New,1,,,,,,,anonymous,.70,10,USA,220,,22Xs2qH1HLTqmhN387Jeyn,36661704,1449
2025-03-17 15:26:27,2025-03-17 15:28:34,IP Address,73.248.230.109,100,127,True,2025-03-17 15:28:35,R_7dtVVfDruX68Ype,,,,,40.6105,-74.2813,anonymous,EN,YES,12,2 days,,,,,,Agree,Neither agree nor disagree,Agree,Agree,Kai cenat,Agree,Really agree,Agree,Agree,Really agree,Agree,Agree,Really agree,I don't know,Agree,Agree,Really agree,I don't know,Agree,Agree,Agree,Often,More people who DO NOT have the same skin color as me,Agree,Really agree,Agree,Neither agree nor disagree,Really agree,Agree,Agree,Kid 6,Qual32042-1126-Children8to13[AD]_Child_New,1,,,,,,,anonymous,.70,10,USA,220,,6kynHqeiP36stZShw4H7Td,36661704,1449
2025-03-17 15:35:06,2025-03-17 15:38:51,IP Address,75.249.248.229,100,224,True,2025-03-17 15:38:51,R_5spJJoSsMPte5wx,,,,,36.7969,-76.1797,anonymous,EN,YES,10,7 days,2 hours or less,Gaming/Let's Play,,7 days,1.5 hours or less,Neither agree nor disagree,Neither agree nor disagree,Disagree,Disagree,Prince Family,Disagree,Agree,Agree,Agree,Disagree,I don't know,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Sometimes,More people who DO have the same skin color as me,Disagree,Disagree,Agree,Disagree,Agree,Neither agree nor disagree,Agree,Kid 4,Qual32042-1126-Children8to13[AD]_Child_New,1,,,,,,,anonymous,.70,10,USA,220,,2HSkq9niSqGgovYrq1Xd4O,36661704,1449
